id,SentMessages,ReceivedMessages,MessagesOutsideWorkHours,SentFrequency,ReceivedFrequency,sent_received_ratio,UniqueRecipients,hidden_copy,carbon_copy,text_length,BytesSentReceivedRatio,question_marks,response_time,MessagesReadLater,DaysBetweenReceivedAndRead,answered_messages,unanswered_messages,unreplied_messages,mention_colleagues,MoodType,StressKeywordsPresent,SalaryChangeMentioned,VacationMentioned,polite_message,Resigned,Group
2314,16,99,0,9,37,5.823529411764706,6,3,0,323,1.721064965650795,1,5,5,1,15,0,3,1,1,0,1,1,0,0,Research and Development
2315,21,65,0,14,37,2.9545454545454546,7,2,0,101,1.4119662414639587,1,2,6,1,20,0,4,0,0,0,1,0,0,0,IT Infrastructure
2316,61,101,0,11,32,1.6290322580645162,6,1,2,167,1.6541082024852685,0,4,6,0,22,0,3,1,0,0,1,1,0,0,Sales and Marketing
2317,64,73,8,17,40,1.123076923076923,6,3,0,259,1.0466119479359635,3,1,2,0,21,1,4,0,0,0,0,0,0,0,Research and Development
2318,44,61,6,14,36,1.3555555555555556,4,0,0,418,1.2477361097584834,2,3,5,1,26,0,4,0,0,1,0,0,0,0,Research and Development
2319,67,115,0,13,35,1.6911764705882353,8,0,1,162,0.5936247778967483,0,7,5,2,24,0,2,1,0,0,0,1,0,0,IT Infrastructure
2320,63,113,8,15,40,1.765625,4,0,0,373,0.7271276136154694,1,2,5,4,28,1,1,1,0,0,0,0,0,0,Sales and Marketing
2321,52,94,7,15,47,1.7735849056603774,9,0,3,561,1.115700965112559,4,2,2,3,28,0,5,1,0,0,1,1,0,0,Research and Development
2322,68,75,0,15,27,1.0869565217391304,7,5,1,128,1.2544908073248557,1,1,3,1,23,1,2,0,0,1,0,0,0,0,Research and Development
2323,64,101,8,11,30,1.5538461538461539,3,1,1,118,0.6752357242118542,0,0,7,2,27,1,2,1,0,0,0,0,0,0,Sales and Marketing
2324,71,77,9,16,47,1.0694444444444444,10,3,4,819,1.7695657070242918,5,7,5,3,23,2,2,0,0,0,0,1,0,0,Development Department
2325,15,96,0,12,35,6.0,7,2,1,238,2.099078543500373,1,6,5,3,17,0,2,1,0,1,0,1,0,0,Development Department
2326,61,66,8,11,34,1.064516129032258,3,1,1,130,1.4265317006408706,1,1,4,0,20,0,5,0,0,0,0,1,0,0,Research and Development
2327,59,117,0,14,34,1.95,4,1,0,239,0.6386028818250706,1,8,4,1,25,2,5,1,0,0,0,0,0,0,Quality Assurance
2328,20,103,0,11,40,4.904761904761905,3,2,0,93,1.7553821934995741,0,3,6,0,18,0,2,1,0,1,0,1,0,0,Sales and Marketing
2329,17,61,0,10,45,3.388888888888889,7,1,1,218,0.9274122350951798,1,2,4,1,28,0,2,1,0,1,0,0,1,0,Sales and Marketing
2330,18,93,2,3,30,4.894736842105263,4,2,0,74,1.7473196434173024,0,3,3,2,29,0,1,0,0,1,0,0,0,0,Quality Assurance
2331,50,108,6,8,34,2.1176470588235294,4,2,0,305,1.2150484344659005,6,6,6,3,26,0,2,0,0,1,0,1,0,0,Sales and Marketing
2332,55,65,0,11,30,1.1607142857142858,8,1,1,84,0.6149614129386265,0,4,3,2,26,1,3,0,0,0,0,1,0,0,IT Infrastructure
2333,80,113,0,17,38,1.3950617283950617,5,1,0,95,0.9599752605860932,0,2,6,3,27,3,5,1,0,0,1,0,1,0,Sales and Marketing
2334,62,115,0,11,40,1.8253968253968254,9,6,0,91,1.1953068449483193,0,4,4,1,37,2,2,1,0,0,0,0,0,0,Sales and Marketing
2335,17,62,2,9,40,3.4444444444444446,3,2,0,79,1.707708845798512,0,1,4,0,31,0,3,1,0,0,0,0,0,0,Sales and Marketing
2336,56,104,0,11,37,1.8245614035087718,6,0,1,238,0.7543407648503087,4,8,6,1,23,2,5,0,1,0,1,0,0,0,Development Department
2337,63,73,8,15,46,1.140625,8,1,4,71,0.9647212659920008,0,0,4,1,24,0,5,0,0,0,1,1,0,0,IT Infrastructure
2338,10,82,1,10,30,7.454545454545454,4,0,0,71,0.8489422849921505,0,4,3,1,22,0,3,1,0,0,0,0,0,0,Sales and Marketing
2339,45,99,6,13,30,2.152173913043478,7,0,1,116,1.4882756993455164,0,3,5,3,18,0,2,1,0,0,0,1,0,0,IT Infrastructure
2340,63,67,0,17,40,1.046875,7,1,0,234,1.242813498391697,1,5,4,0,16,1,5,1,0,0,0,0,0,0,IT Infrastructure
2341,67,103,0,12,34,1.5147058823529411,7,1,0,287,1.9389485945301461,3,3,6,2,19,1,2,1,0,0,0,0,0,0,IT Infrastructure
2342,63,73,0,14,26,1.140625,7,1,1,147,1.6450482547601237,2,0,4,2,24,2,1,1,0,0,0,0,1,0,Quality Assurance
2343,20,62,2,10,31,2.9523809523809526,7,1,0,206,1.7554024724128698,3,3,2,0,17,0,4,1,0,0,0,0,0,0,Sales and Marketing
2344,21,119,2,9,36,5.409090909090909,6,3,1,206,0.9088615903078534,1,0,5,1,29,0,5,1,0,0,0,0,0,0,Development Department
2345,14,56,0,14,29,3.7333333333333334,4,0,0,75,1.011933780769035,0,3,4,0,13,0,0,1,0,1,0,1,0,0,Development Department
2346,15,92,0,12,28,5.75,5,1,0,202,1.4422093150789141,1,3,6,2,14,0,2,0,0,0,0,0,0,0,Development Department
2347,69,69,9,10,32,0.9857142857142858,8,2,2,71,0.5497981798974616,0,5,1,0,16,2,4,0,0,0,1,1,1,0,Development Department
2348,66,116,0,14,29,1.7313432835820894,5,3,2,218,1.8571325139112662,3,2,6,3,22,2,6,1,0,0,0,0,1,0,Sales and Marketing
2349,53,104,0,9,37,1.9259259259259258,8,1,1,97,1.724388350768554,0,6,4,2,22,2,4,0,0,0,0,0,0,0,Development Department
2350,23,64,3,7,23,2.6666666666666665,10,1,0,118,0.6669095277928238,0,4,3,0,21,0,4,0,0,0,0,1,1,0,IT Infrastructure
2351,20,97,0,8,34,4.619047619047619,5,4,2,274,1.9121222965310956,2,1,4,2,21,0,5,0,0,0,0,0,0,0,Quality Assurance
2352,14,93,1,12,36,6.2,8,5,2,132,0.6927321722272373,1,5,4,0,18,0,3,1,0,0,0,0,0,0,Research and Development
2353,64,110,8,8,34,1.6923076923076923,8,3,2,159,0.7220982085765125,1,6,4,2,20,2,5,0,1,0,0,1,0,0,Development Department
2354,64,70,8,16,38,1.0769230769230769,7,0,0,154,0.6153545217442274,0,1,5,2,27,0,4,1,0,0,1,0,0,0,Research and Development
2355,22,107,0,11,27,4.6521739130434785,5,0,0,197,1.3583051151523655,0,7,7,4,17,1,4,1,0,0,0,0,0,0,Research and Development
2356,22,104,0,10,30,4.521739130434782,7,0,0,604,1.811726843791385,12,1,7,2,25,0,3,1,0,0,1,0,0,0,Research and Development
2357,72,72,0,11,31,0.9863013698630136,9,1,0,215,0.7973977838536256,0,7,4,2,18,0,4,1,0,0,0,0,0,0,IT Infrastructure
2358,55,110,0,11,37,1.9642857142857142,6,0,0,125,1.71615826313231,0,3,7,2,21,1,4,0,0,0,0,0,1,0,Development Department
2359,64,71,8,12,34,1.0923076923076922,8,1,1,117,0.8101564040101576,0,5,4,2,35,2,3,0,0,0,0,1,0,0,Sales and Marketing
2360,24,64,3,14,43,2.56,4,0,3,71,2.0626045093064955,2,4,2,1,32,0,1,1,0,0,0,0,0,0,IT Infrastructure
2361,12,88,0,11,29,6.769230769230769,8,4,0,76,1.9832887245270157,0,3,4,2,14,0,2,0,0,0,0,0,0,0,Sales and Marketing
2362,16,59,2,12,25,3.4705882352941178,4,1,0,46,1.7098978077934541,0,3,4,1,27,0,3,0,0,1,0,1,0,0,Development Department
2363,20,108,2,12,43,5.142857142857143,2,0,0,114,1.5418183489230268,1,3,5,0,29,0,2,0,0,0,0,0,0,0,IT Infrastructure
2364,72,117,0,17,27,1.6027397260273972,7,10,1,103,0.911904487188253,0,9,5,1,31,0,2,1,1,0,0,1,0,0,Research and Development
2365,62,113,0,13,37,1.7936507936507937,8,4,0,170,0.7327109567829442,0,5,3,1,25,1,6,1,0,0,1,0,0,0,IT Infrastructure
2366,66,74,0,14,28,1.1044776119402986,6,0,0,102,1.223594456365496,0,0,3,2,16,1,2,1,0,1,0,1,0,0,IT Infrastructure
2367,23,65,3,8,22,2.7083333333333335,5,0,1,67,1.1852403813579855,1,2,4,2,22,0,2,1,0,0,0,0,0,0,Development Department
2368,75,109,0,19,32,1.4342105263157894,10,0,2,86,1.554747700329453,0,8,4,0,28,3,5,0,0,0,0,1,0,0,Research and Development
2369,64,109,8,20,39,1.676923076923077,10,5,1,135,0.8054423193178636,0,2,5,0,26,1,4,0,0,0,0,0,0,0,Research and Development
2370,81,78,0,15,27,0.9512195121951219,7,1,2,69,1.3717292859170345,0,6,1,1,29,0,1,0,0,0,0,1,0,0,Quality Assurance
2371,54,95,7,11,37,1.7272727272727273,7,0,0,229,1.591843503043667,0,3,6,0,20,1,2,0,0,0,0,0,0,0,Quality Assurance
2372,78,78,0,15,36,0.9873417721518988,9,2,1,167,0.9780696412244728,0,2,3,1,24,3,2,1,0,0,0,1,0,0,Sales and Marketing
2373,16,59,2,17,26,3.4705882352941178,2,1,0,86,1.7741390536817683,0,4,2,1,9,0,1,0,0,0,0,0,0,0,Quality Assurance
2374,59,96,8,13,33,1.6,5,1,1,418,1.1957643102819535,1,4,6,0,29,1,2,0,0,1,0,1,0,0,Development Department
2375,69,108,0,12,42,1.542857142857143,8,2,1,161,0.7902323581022643,2,7,4,3,21,1,4,1,0,0,0,1,0,0,IT Infrastructure
2376,16,96,2,14,37,5.647058823529412,3,0,0,150,0.961566835158032,0,3,5,2,20,0,1,1,0,0,0,1,0,0,Research and Development
2377,18,60,2,15,31,3.1578947368421053,5,1,0,159,1.013084459960337,0,1,4,2,22,0,4,1,0,0,0,0,0,0,IT Infrastructure
2378,73,71,10,14,35,0.9594594594594594,10,2,0,101,0.7659731878262611,0,7,4,0,23,2,4,0,0,0,0,0,0,0,Development Department
2379,63,72,0,9,29,1.125,4,1,1,100,1.3781293501049392,0,1,3,2,20,0,4,1,1,0,0,0,0,0,IT Infrastructure
2380,59,65,0,13,38,1.0833333333333333,5,1,1,131,1.9562117612927545,1,4,5,0,26,1,4,1,1,0,0,1,0,0,Research and Development
2381,50,103,6,11,40,2.019607843137255,5,0,0,92,1.9046978541448327,0,1,2,1,15,2,4,1,0,0,0,0,0,0,Quality Assurance
2382,24,66,3,11,33,2.64,7,0,2,431,1.0648309759751606,4,0,4,0,25,0,2,0,0,0,0,1,0,0,Sales and Marketing
2383,58,109,0,16,35,1.847457627118644,9,1,2,172,1.8524277114094432,1,0,5,0,28,1,5,0,0,0,0,1,0,0,Research and Development
2384,20,60,2,12,27,2.857142857142857,7,0,0,92,2.016748727889365,0,4,4,1,19,0,3,1,1,0,1,0,0,0,Research and Development
2385,73,69,0,14,25,0.9324324324324325,5,1,1,744,0.9692236834726488,0,2,3,2,23,1,4,1,0,0,1,1,1,0,Research and Development
2386,78,117,10,18,33,1.481012658227848,5,0,0,111,1.9023576996989882,0,6,7,3,21,0,7,1,0,0,0,1,0,0,Research and Development
2387,54,63,0,10,32,1.1454545454545455,6,1,1,418,2.0305072328749487,4,3,2,0,22,2,4,0,0,0,0,1,0,0,Development Department
2388,26,92,0,11,38,3.4074074074074074,6,0,1,213,1.7987299364689837,0,6,5,0,21,0,3,1,0,1,0,1,1,0,Research and Development
2389,56,68,0,13,37,1.1929824561403508,9,7,1,295,1.1211244536529428,3,5,6,2,23,0,1,1,1,0,0,0,0,0,IT Infrastructure
2390,80,110,0,14,35,1.3580246913580247,8,6,3,151,1.4535531476320798,0,7,3,2,34,1,3,0,0,0,1,0,0,0,Development Department
2391,10,52,0,8,38,4.7272727272727275,4,0,0,87,1.1880981555216243,0,3,2,0,12,0,5,1,0,0,1,1,0,0,Quality Assurance
2392,67,67,0,15,27,0.9852941176470589,11,3,3,107,2.023500748560032,1,4,4,0,21,0,1,0,0,1,0,0,0,0,IT Infrastructure
2393,18,105,0,13,39,5.526315789473684,6,6,0,233,0.7675693302411184,5,6,6,1,25,0,1,1,1,0,0,0,0,0,IT Infrastructure
2394,64,106,0,17,30,1.6307692307692307,14,4,1,198,1.8885435645275563,0,9,6,0,35,1,5,1,1,1,0,0,0,0,IT Infrastructure
2395,21,111,2,11,40,5.045454545454546,3,2,0,113,0.7631858362273444,0,7,6,2,17,0,3,0,1,0,0,0,0,0,IT Infrastructure
2396,15,58,0,8,32,3.625,4,2,0,73,0.6720467342360509,0,1,3,0,26,0,0,0,0,0,0,1,0,0,Development Department
2397,13,56,0,11,22,4.0,6,6,1,91,2.0299092748003194,4,3,2,0,15,0,4,0,0,1,1,0,0,0,Quality Assurance
2398,65,71,9,14,37,1.0757575757575757,8,1,2,110,1.8331956334556645,1,3,4,1,23,1,3,1,0,0,0,0,0,0,Quality Assurance
2399,20,65,2,9,36,3.0952380952380953,4,0,0,304,1.1351997607813415,0,1,4,1,21,0,3,0,1,0,1,1,0,0,Research and Development
2400,12,54,1,3,29,4.153846153846154,2,0,0,153,2.06091366709236,1,0,1,1,17,0,1,0,0,0,0,1,0,0,Sales and Marketing
2401,65,66,0,17,30,1.0,7,2,1,234,1.822785316495406,2,5,5,1,23,0,4,0,0,0,0,1,0,0,Development Department
2402,10,93,1,6,32,8.454545454545455,8,2,2,125,2.106610677269571,1,2,6,1,14,0,5,0,1,0,0,1,1,0,Quality Assurance
2403,71,75,9,14,23,1.0416666666666667,8,1,1,90,1.4239232293879363,0,2,4,2,29,0,4,1,0,0,0,1,0,0,Development Department
2404,55,69,0,17,20,1.2321428571428572,4,0,0,210,1.9744570900406968,0,4,2,1,20,2,4,0,0,1,0,1,1,0,Development Department
2405,18,99,2,5,40,5.2105263157894735,4,1,0,76,1.8706891010814946,0,1,4,0,18,0,3,1,0,0,0,0,1,0,Research and Development
2406,21,93,0,12,29,4.2272727272727275,4,0,1,138,2.036747472473774,1,2,5,0,17,1,5,1,0,1,0,0,0,0,Quality Assurance
2407,72,98,0,15,43,1.3424657534246576,6,2,0,106,0.9625403757237929,0,7,5,3,22,2,4,0,1,0,0,0,0,0,Sales and Marketing
2408,17,99,0,14,40,5.5,2,1,0,93,1.4631463509995326,0,5,4,0,22,0,5,1,0,0,0,1,0,0,Sales and Marketing
2409,20,105,2,17,42,5.0,5,1,0,111,1.9514942437230125,0,7,4,3,22,0,2,1,0,0,0,0,0,0,Sales and Marketing
2410,12,55,0,9,28,4.230769230769231,8,0,0,85,1.4965166382231296,0,3,4,0,33,0,2,1,0,0,0,0,0,0,IT Infrastructure
2411,11,53,0,8,24,4.416666666666667,4,2,2,85,1.834147540075992,0,1,4,1,19,0,4,1,0,0,1,0,0,0,Quality Assurance
2412,67,118,0,11,29,1.7352941176470589,9,0,0,269,2.011704274964583,0,5,2,3,25,2,3,0,0,0,1,0,0,0,IT Infrastructure
2413,58,106,0,15,32,1.7966101694915255,4,3,1,143,1.760742556254976,1,5,5,2,31,1,5,1,0,0,0,1,0,0,IT Infrastructure
2414,17,59,0,17,20,3.2777777777777777,3,2,0,93,1.0713727642508488,0,1,4,2,22,0,1,0,0,0,0,0,0,0,IT Infrastructure
2415,74,129,0,18,32,1.72,5,2,2,111,0.7296490844213112,0,11,4,2,25,0,4,0,0,0,0,1,0,0,Research and Development
2416,10,52,0,14,31,4.7272727272727275,5,1,1,49,1.0509384204900127,1,0,4,2,20,0,3,0,0,1,1,1,0,0,Research and Development
2417,11,53,1,12,25,4.416666666666667,4,0,0,103,1.6266866823992372,0,2,3,0,21,0,1,1,1,0,0,0,0,0,Development Department
2418,15,96,0,11,28,6.0,6,4,0,171,0.6964165419722339,0,4,5,0,26,0,4,1,0,0,0,0,0,0,Development Department
2419,23,64,0,11,31,2.6666666666666665,6,0,0,93,0.8645780906437502,0,5,3,1,28,0,1,0,0,0,1,1,0,0,Quality Assurance
2420,61,67,0,13,34,1.0806451612903225,6,2,1,257,1.0227733225555495,1,6,2,1,30,0,3,1,0,1,0,0,1,0,Quality Assurance
2421,17,60,0,11,27,3.3333333333333335,3,0,0,56,1.9128374154422614,0,4,5,2,23,0,3,1,0,0,0,1,0,0,Research and Development
2422,63,64,0,18,34,1.0,4,4,0,169,0.6065062225811741,2,7,6,0,26,1,0,1,0,0,1,0,0,0,Development Department
2423,11,99,0,11,34,8.25,5,5,1,90,0.8224042397358151,0,2,3,2,31,0,0,0,0,0,0,1,0,0,Development Department
2424,80,127,11,12,36,1.5679012345679013,8,4,0,123,1.3747108595910023,0,6,4,2,24,1,7,1,0,1,0,0,0,0,IT Infrastructure
2425,76,122,0,14,31,1.5844155844155845,6,1,0,126,0.8141818458410104,0,2,4,1,30,3,6,1,1,0,0,1,0,0,Sales and Marketing
2426,59,116,0,14,27,1.9333333333333333,4,0,0,157,0.9213227702383564,0,8,6,4,31,1,5,1,0,0,0,1,0,0,Sales and Marketing
2427,74,111,0,25,42,1.48,5,1,0,212,0.8207541514690215,2,6,5,4,31,0,3,1,0,0,1,0,0,0,Sales and Marketing
2428,18,62,2,10,35,3.263157894736842,4,2,0,128,1.4703054432374998,0,3,4,1,17,0,4,1,0,1,1,0,0,0,Research and Development
2429,57,71,7,12,38,1.2241379310344827,10,3,0,110,0.6200457623410388,0,0,3,1,39,1,4,1,0,0,0,1,0,0,Sales and Marketing
2430,17,59,0,14,31,3.2777777777777777,5,1,4,150,2.00833337627767,0,0,3,1,29,0,1,0,0,0,0,1,1,0,Sales and Marketing
2431,67,71,0,13,32,1.0441176470588236,9,6,11,507,0.7160311075310072,0,0,4,2,31,2,4,0,0,0,1,0,0,0,IT Infrastructure
2432,65,111,9,15,37,1.6818181818181819,4,1,1,152,1.9778477986977163,0,7,5,2,20,0,2,0,1,0,0,0,0,0,Quality Assurance
2433,74,106,0,22,25,1.4133333333333333,9,7,2,169,1.709593545696395,0,3,5,2,31,0,4,0,0,0,1,1,0,0,Research and Development
2434,11,53,0,5,26,4.416666666666667,4,0,1,64,1.8745238293391682,0,3,3,1,9,0,2,0,1,0,0,0,0,0,Development Department
2435,60,104,0,8,30,1.7049180327868851,5,0,1,128,0.8103598927120089,0,5,5,0,24,0,4,1,0,0,0,0,1,0,IT Infrastructure
2436,12,55,0,4,29,4.230769230769231,5,2,0,218,1.6313937073549643,4,0,2,0,21,0,0,0,1,1,0,1,0,0,Sales and Marketing
2437,21,62,2,9,28,2.8181818181818183,4,3,1,261,1.810153681490139,3,0,1,1,19,0,2,1,0,0,0,0,0,0,Development Department
2438,12,88,1,9,35,6.769230769230769,7,1,0,103,1.540130233152495,0,6,3,2,28,0,0,1,0,0,1,1,1,0,IT Infrastructure
2439,67,107,9,13,35,1.5735294117647058,9,2,1,213,1.3738179442095309,0,6,8,1,26,0,4,0,1,0,0,0,0,0,Research and Development
2440,81,105,0,22,41,1.2804878048780488,9,6,1,295,0.7775346388976233,0,6,3,1,22,2,4,1,1,0,0,1,0,0,Sales and Marketing
2441,45,61,0,14,44,1.326086956521739,7,5,1,91,1.1611313581010014,0,3,2,0,27,1,1,1,0,0,1,0,0,0,Research and Development
2442,68,113,0,17,28,1.6376811594202898,5,7,1,102,0.774940374972559,0,4,4,1,27,1,6,1,1,0,1,1,0,0,IT Infrastructure
2443,83,74,11,15,34,0.8809523809523809,12,2,0,229,1.9857152094939747,0,0,3,0,18,1,2,0,0,1,0,0,0,0,Development Department
2444,66,112,9,14,35,1.671641791044776,6,2,2,285,1.577424266677033,1,9,5,3,32,2,5,1,0,0,1,0,0,0,Quality Assurance
2445,73,69,0,17,32,0.9324324324324325,9,6,3,231,0.6006058615692691,1,7,3,1,26,1,2,1,0,0,0,1,1,0,Sales and Marketing
2446,21,103,0,16,28,4.681818181818182,6,1,0,114,1.3556064155746173,1,3,3,2,26,0,1,0,0,0,1,0,0,0,Research and Development
2447,73,74,0,16,28,1.0,3,1,1,448,1.4869462250509062,2,3,4,2,28,0,2,1,0,1,0,1,0,0,Development Department
2448,20,66,2,5,33,3.142857142857143,0,0,0,127,0.7377462855328109,1,1,4,0,20,0,4,1,0,0,0,0,0,0,Development Department
2449,18,92,0,11,28,4.842105263157895,5,0,0,83,1.6427460208895535,0,0,8,3,23,0,4,0,0,0,0,0,0,0,Quality Assurance
2450,72,71,0,16,33,0.9726027397260274,9,1,1,67,0.7951359509234421,1,5,4,1,25,0,1,1,0,1,0,0,0,0,IT Infrastructure
2451,71,122,0,11,33,1.6944444444444444,8,0,1,149,1.1626524406236527,1,5,6,0,27,0,2,1,1,0,0,1,0,0,Quality Assurance
2452,18,102,0,12,34,5.368421052631579,5,1,2,145,1.5993837144865022,0,7,5,3,24,0,4,1,0,0,0,0,0,0,Quality Assurance
2453,17,91,2,3,29,5.055555555555555,1,0,0,107,1.1992478482470499,0,0,4,2,22,0,2,1,0,0,0,0,1,0,IT Infrastructure
2454,71,66,9,13,34,0.9166666666666666,7,6,1,676,1.098826296181203,0,2,5,0,28,3,5,0,0,0,0,1,0,0,IT Infrastructure
2455,23,93,3,5,29,3.875,8,0,0,160,1.881672949647007,0,7,5,2,20,0,5,0,1,0,0,0,0,0,IT Infrastructure
2456,16,59,2,9,33,3.4705882352941178,9,1,3,62,1.0680149095640492,0,3,1,1,18,0,4,0,1,1,1,1,0,0,Development Department
2457,18,116,0,17,41,6.105263157894737,3,3,0,87,1.665949380622574,0,2,6,0,25,0,2,0,0,0,0,0,0,0,Development Department
2458,14,97,0,10,35,6.466666666666667,3,1,0,136,1.9677289903704716,1,1,5,1,28,0,1,0,0,0,1,0,0,0,Sales and Marketing
2459,77,77,0,11,34,0.9871794871794872,6,1,0,289,0.758589158817373,1,0,3,1,24,3,6,1,0,0,0,0,0,0,Sales and Marketing
2460,66,67,9,14,37,1.0,5,4,1,591,0.598891968503764,1,6,2,1,27,3,2,0,0,0,0,0,0,0,Quality Assurance
2461,21,89,0,5,26,4.045454545454546,7,3,0,113,1.859664702034615,0,2,4,1,14,0,3,0,1,0,1,1,0,0,Quality Assurance
2462,11,53,1,6,40,4.416666666666667,5,1,0,316,1.4591961874437753,2,3,3,1,29,0,2,0,0,0,0,0,0,0,Sales and Marketing
2463,19,99,0,12,28,4.95,5,4,0,84,1.8900519483558706,0,2,3,0,27,0,2,0,0,0,0,0,0,0,Research and Development
2464,75,77,0,14,37,1.013157894736842,6,0,1,115,0.8499481878272485,1,8,5,0,23,2,5,1,0,0,0,1,0,0,Quality Assurance
2465,62,64,8,16,36,1.0158730158730158,9,2,1,74,1.779424524853769,0,5,3,0,23,1,5,0,0,0,1,0,0,0,Research and Development
2466,24,109,3,10,30,4.36,7,4,1,219,0.7737656208721988,0,2,6,2,28,0,2,1,0,0,0,0,0,0,Research and Development
2467,14,57,0,11,37,3.8,2,0,0,54,1.93880455122226,0,2,5,1,22,0,0,1,1,1,0,0,1,0,IT Infrastructure
2468,26,104,0,9,36,3.8518518518518516,7,6,1,171,1.8493560498842354,0,7,5,4,25,0,1,1,0,0,1,0,0,0,Development Department
2469,68,117,9,12,44,1.6956521739130435,7,1,0,106,1.40187166463726,0,8,3,1,21,3,3,0,1,0,1,0,0,0,Sales and Marketing
2470,18,59,2,9,33,3.1052631578947367,2,0,0,384,1.505667734235492,4,3,3,0,24,0,0,1,0,0,0,0,0,0,Development Department
2471,20,106,0,9,33,5.0476190476190474,5,1,0,116,1.1701948665657471,0,5,4,1,21,0,1,1,0,1,0,0,0,0,Sales and Marketing
2472,27,65,0,16,30,2.3214285714285716,2,1,0,143,0.8720670886830498,0,0,2,0,23,0,0,0,0,0,0,0,1,0,Development Department
2473,15,57,0,14,23,3.5625,4,0,0,49,1.2900321383223903,0,3,3,1,19,0,2,0,0,0,0,0,0,0,Sales and Marketing
2474,14,83,0,13,31,5.533333333333333,7,0,1,70,1.6521781721865367,0,4,2,1,20,0,4,0,0,0,0,0,1,0,Development Department
2475,61,71,8,9,31,1.1451612903225807,7,9,1,87,2.0320521285516717,2,4,4,2,25,2,5,1,0,0,0,0,0,0,IT Infrastructure
2476,70,121,0,18,36,1.704225352112676,7,6,1,285,1.7770063594162904,4,8,6,3,23,2,3,1,0,0,0,1,0,0,Research and Development
2477,56,123,0,13,27,2.1578947368421053,4,1,0,243,1.216198597095834,2,2,5,3,36,0,4,0,1,0,0,0,0,0,Sales and Marketing
2478,23,63,0,9,31,2.625,5,1,0,233,1.693621779292994,0,4,5,2,16,0,3,1,1,0,0,0,0,0,Research and Development
2479,75,72,0,17,35,0.9473684210526315,9,2,2,69,0.6904923066648518,0,1,3,0,29,3,3,1,0,0,0,0,0,0,Sales and Marketing
2480,21,88,0,15,36,4.0,3,2,0,164,1.2425540704318814,0,4,4,2,23,0,4,0,0,0,0,0,0,0,Sales and Marketing
2481,69,108,0,9,25,1.542857142857143,8,3,1,124,1.183672587349848,0,4,5,1,29,3,2,0,0,0,0,0,1,0,IT Infrastructure
2482,60,110,0,21,37,1.8032786885245902,6,4,2,113,2.052334077475599,0,5,8,3,12,1,4,0,0,1,0,1,0,0,Development Department
2483,10,52,0,12,30,4.7272727272727275,5,4,1,64,1.2283406277322189,0,0,0,0,12,0,2,0,0,0,0,1,1,0,Sales and Marketing
2484,14,57,0,6,31,3.8,4,1,0,88,0.7389224043496468,0,0,2,0,18,0,1,1,0,0,1,0,0,0,Development Department
2485,15,106,0,16,22,6.625,9,1,2,182,0.7995919271238869,0,2,6,1,25,0,3,1,0,1,0,0,0,0,IT Infrastructure
2486,80,74,11,14,41,0.9135802469135802,14,4,1,323,1.57498398480464,3,0,1,1,25,3,1,1,0,0,0,0,1,0,Quality Assurance
2487,17,107,0,11,35,5.944444444444445,5,3,1,172,1.1119729677279477,1,0,6,4,19,0,2,1,0,0,1,1,0,0,Research and Development
2488,64,68,0,18,25,1.0461538461538462,6,2,0,205,1.8347547868703735,3,2,3,0,25,0,1,0,0,0,0,1,0,0,Sales and Marketing
2489,58,112,0,16,36,1.8983050847457628,7,6,0,585,1.2813706930228042,7,6,6,2,20,2,2,1,0,0,0,1,0,0,IT Infrastructure
2490,84,116,11,16,37,1.3647058823529412,7,6,1,260,1.0364997533766962,0,4,2,2,29,2,3,1,0,0,1,0,0,0,Development Department
2491,15,110,2,5,40,6.875,6,1,0,121,1.8449217496308068,0,0,6,2,22,0,4,1,0,0,1,0,0,0,Sales and Marketing
2492,13,99,0,7,32,7.071428571428571,4,0,0,164,1.3384416243596058,1,5,4,0,23,0,1,1,0,0,1,0,0,0,Development Department
2493,10,108,1,12,34,9.818181818181818,5,2,0,341,1.9006204457593951,5,1,3,3,28,0,5,1,0,0,0,0,0,0,Quality Assurance
2494,63,111,0,14,31,1.734375,7,0,4,112,1.6231691465268268,0,0,4,3,24,0,3,1,1,0,0,1,0,0,Sales and Marketing
2495,71,72,0,15,35,1.0,5,1,2,106,1.6148171584120588,0,2,4,2,26,0,1,1,0,0,0,0,0,0,Research and Development
2496,19,95,0,12,29,4.75,2,0,1,323,1.9281828084303068,0,3,4,2,16,0,1,0,0,0,0,0,0,0,Sales and Marketing
2497,63,108,0,12,29,1.6875,9,6,3,138,1.823224096253957,1,9,5,2,19,2,5,1,1,0,0,0,0,0,Research and Development
2498,58,106,0,11,33,1.7966101694915255,8,8,4,250,1.5508106806336825,4,2,4,3,25,1,4,0,0,0,1,0,0,0,Development Department
2499,63,109,8,12,28,1.703125,6,0,0,379,1.9865365578984697,6,6,4,2,26,0,6,1,1,1,0,0,0,0,Sales and Marketing
2500,16,82,2,13,41,4.823529411764706,4,1,0,73,0.6757971158371315,0,1,4,0,24,0,0,0,0,0,0,1,0,0,IT Infrastructure
2501,71,71,0,16,42,0.9861111111111112,6,2,0,106,1.9252176997381094,1,0,1,2,29,1,2,1,1,0,1,0,1,0,IT Infrastructure
2502,58,96,0,8,31,1.6271186440677967,5,3,1,340,0.7711936898221475,1,5,5,2,26,2,5,0,0,0,0,0,0,0,Quality Assurance
