id,SentMessages,ReceivedMessages,MessagesOutsideWorkHours,SentFrequency,ReceivedFrequency,SentReceivedRatio,UniqueRecipients,HiddenCopy,CarbonCopy,TextLength,BytesSentReceivedRatio,QuestionMarks,ResponseTime,MessagesReadLater,DaysBetweenReceivedAndRead,AnsweredMessages,UnansweredMessages,UnrepliedMessages,MentionColleagues,MoodType,StressKeywordsPresent,SalaryChangeMentioned,VacationMentioned,PoliteMessage,Resigned,Group
2726,73,89,2,14,21,1.2027027027027026,4,3,3,204,1.657283886057643,4,5,4,2,26,9,1,2,0,0,0,1,0,0,IT Infrastructure
2727,58,84,2,10,15,1.423728813559322,4,3,3,63,0.8550271901880246,4,5,6,0,22,14,3,2,0,1,0,1,0,0,Quality Assurance
2728,62,92,2,12,18,1.4603174603174602,6,3,4,73,0.9644723902016377,4,3,4,2,15,17,13,0,0,0,0,1,0,0,Quality Assurance
2729,59,70,2,12,17,1.1666666666666667,6,4,5,35,1.3485643572122508,3,5,5,0,21,7,15,0,0,0,0,0,0,0,Research and Development
2730,70,98,2,10,13,1.380281690140845,9,4,5,59,0.6855223643271684,3,3,7,1,19,13,15,0,0,3,0,1,0,0,Research and Development
2731,78,81,3,16,18,1.0253164556962024,9,2,3,223,1.0728147419933272,4,5,7,0,25,14,10,3,0,0,0,0,0,0,Research and Development
2732,79,76,3,10,16,0.95,5,4,6,70,0.669802909464305,3,5,3,1,19,18,13,0,0,1,0,0,0,0,Sales and Marketing
2733,58,74,2,15,17,1.2542372881355932,12,3,5,20,0.9097446265372328,4,3,3,0,26,15,15,2,0,3,0,0,0,0,Development Department
2734,65,91,2,15,15,1.378787878787879,6,3,4,125,0.7057946735356209,3,4,5,2,26,15,3,2,0,2,0,1,0,0,IT Infrastructure
2735,55,80,2,19,16,1.4285714285714286,4,3,5,123,1.9268458651234464,4,4,4,1,27,19,10,1,0,0,0,1,0,0,Quality Assurance
2736,59,83,2,13,11,1.3833333333333333,8,4,4,130,1.0344453276445245,3,6,5,1,17,16,10,2,0,1,0,0,0,0,IT Infrastructure
2737,69,86,2,20,20,1.2285714285714286,7,1,6,86,0.594741267162336,3,2,6,2,22,13,11,1,0,3,0,1,0,0,Development Department
2738,60,93,2,16,17,1.5245901639344261,11,6,3,261,1.1686275438763085,3,5,4,2,20,15,11,1,0,2,0,1,0,0,Development Department
2739,74,85,2,17,16,1.1333333333333333,8,3,4,120,1.5582819283393703,4,3,6,1,24,9,11,1,0,2,0,1,0,0,Quality Assurance
2740,57,73,2,9,14,1.2586206896551724,6,3,2,105,1.6060262730913335,3,3,3,2,24,11,18,0,0,2,0,1,0,0,Sales and Marketing
2741,66,74,2,10,20,1.1044776119402986,6,3,4,306,1.0641474404727336,4,2,5,0,22,12,9,1,0,2,0,0,0,0,Research and Development
2742,77,80,3,13,15,1.0256410256410255,7,2,4,316,1.7335061051683214,3,5,4,0,25,12,8,2,0,0,0,0,0,0,Sales and Marketing
2743,61,82,2,15,25,1.3225806451612903,6,5,2,235,1.1921319750512187,3,4,6,2,24,15,10,2,0,3,0,1,0,0,Development Department
2744,62,85,2,12,16,1.3492063492063493,7,4,6,43,0.7224788762144094,4,3,7,3,25,20,16,1,0,1,0,0,0,0,Development Department
2745,67,82,2,17,14,1.2058823529411764,6,1,5,71,1.9641184806215055,4,3,7,2,25,14,18,2,0,0,0,1,0,0,Sales and Marketing
2746,54,91,2,17,13,1.6545454545454545,6,3,6,125,1.8183490742489141,3,2,5,2,15,14,12,1,0,3,0,0,0,0,Research and Development
2747,63,84,2,11,21,1.3125,6,3,5,111,0.9781525802258249,3,5,5,1,24,15,16,1,0,0,0,1,0,0,Research and Development
2748,73,70,2,15,19,0.9459459459459459,5,5,7,78,1.7097919624308273,3,6,5,1,24,14,7,2,0,1,0,0,0,0,Development Department
2749,65,74,2,20,16,1.121212121212121,8,6,5,80,1.3247500345593006,3,4,6,2,23,7,14,3,0,1,0,0,0,0,Research and Development
2750,59,78,2,14,9,1.3,8,4,4,104,1.8875099822156873,4,5,4,2,28,12,8,0,0,1,0,1,0,0,Research and Development
2751,73,77,2,10,16,1.0405405405405406,9,5,5,65,1.1969313459836495,4,6,5,1,17,18,10,1,0,1,0,0,0,0,Quality Assurance
2752,70,77,2,14,18,1.0845070422535212,8,3,3,598,0.8788764307036989,4,4,4,3,21,13,12,2,0,1,0,1,0,0,Quality Assurance
2753,73,81,2,18,20,1.0945945945945945,7,1,4,725,1.4304757245412218,4,4,4,3,28,15,6,2,0,1,0,0,0,0,IT Infrastructure
2754,80,82,3,21,9,1.0123456790123457,6,6,5,61,0.5737217056249173,4,3,6,0,26,16,11,2,0,2,0,0,0,0,Sales and Marketing
2755,83,99,3,14,11,1.1785714285714286,3,1,3,200,0.9320570906269237,3,3,5,1,32,15,11,2,0,3,0,0,0,0,Development Department
2756,63,83,2,10,15,1.296875,6,4,3,67,1.7753518110434414,4,6,4,1,25,10,9,2,0,0,0,1,0,0,Research and Development
2757,80,87,3,13,11,1.0740740740740742,7,3,5,86,1.4699822660645028,3,3,5,3,22,18,6,2,0,2,0,0,0,0,IT Infrastructure
2758,69,84,2,14,20,1.2,4,2,4,90,1.4540122987983537,3,6,4,2,23,15,10,1,0,2,0,0,0,0,Quality Assurance
2759,64,81,2,19,19,1.2461538461538462,9,1,9,123,1.0262512765069254,4,3,5,3,21,13,11,0,0,1,0,1,0,0,Research and Development
2760,61,94,2,13,13,1.5161290322580645,7,3,5,1784,0.7824100140323669,4,5,6,0,24,14,11,1,0,0,0,0,0,0,Sales and Marketing
2761,70,97,2,11,17,1.3661971830985915,7,2,5,137,1.6764253501513107,3,6,7,1,23,10,7,1,0,0,0,1,0,0,Quality Assurance
2762,73,83,2,18,19,1.1216216216216217,7,3,4,44,1.1101747538625886,4,6,4,2,21,13,9,1,0,1,0,1,0,0,Development Department
2764,63,80,2,16,16,1.25,8,3,6,65,1.5354323221328015,3,5,4,3,12,15,14,2,0,1,0,1,0,0,IT Infrastructure
2765,60,69,2,15,13,1.1311475409836065,2,4,5,25,0.5401984020368644,4,3,3,2,23,14,4,2,0,0,0,1,0,0,Development Department
2766,71,79,2,7,11,1.0972222222222223,7,4,5,329,0.6845677983053159,3,2,6,2,32,18,14,2,0,2,0,0,0,0,Research and Development
2767,60,78,2,17,13,1.278688524590164,14,2,5,87,1.9045885560479376,3,5,4,2,23,19,13,1,0,2,0,0,0,0,Research and Development
2768,68,85,2,16,11,1.2318840579710144,9,3,3,54,0.9473423683793958,4,5,6,1,27,15,16,2,0,2,0,1,0,0,Research and Development
2769,57,79,2,13,12,1.3620689655172413,9,3,6,106,1.3658056296874417,4,3,4,2,27,12,13,2,0,1,0,1,0,0,Research and Development
2770,68,92,2,11,17,1.3333333333333333,6,2,4,85,0.888115893501459,3,4,6,1,28,22,8,1,0,2,0,0,0,0,Research and Development
2771,63,90,2,16,13,1.40625,5,2,2,150,0.9069876434396948,4,5,5,2,19,19,2,1,0,0,0,0,0,0,Development Department
2772,72,82,2,13,15,1.1232876712328768,10,5,5,26,0.6500568425099414,3,5,4,2,26,16,7,1,0,1,0,1,0,0,Sales and Marketing
2773,59,85,2,16,16,1.4166666666666667,7,3,7,98,0.6243682853658854,4,5,4,1,23,16,18,2,0,2,0,1,0,0,Sales and Marketing
2774,68,61,2,16,15,0.8840579710144928,4,2,6,546,1.7082703887692272,4,3,4,1,23,9,8,1,0,2,0,1,0,0,Development Department
2775,70,84,2,13,16,1.1830985915492958,8,2,4,45,0.7264970094119254,4,2,4,1,19,11,9,3,0,0,0,0,0,0,Sales and Marketing
2776,71,68,2,17,13,0.9444444444444444,6,1,5,87,1.9359054762384778,3,4,3,2,24,17,13,2,0,2,0,1,0,0,IT Infrastructure
2777,81,79,3,13,21,0.9634146341463414,5,4,2,294,0.6740555826075874,3,5,4,2,26,6,15,3,0,2,0,0,0,0,IT Infrastructure
2778,60,78,2,12,14,1.278688524590164,6,3,3,41,1.5562681013623418,3,5,3,0,17,16,17,1,0,1,0,0,0,0,Development Department
2779,58,79,2,13,10,1.3389830508474576,6,3,6,65,1.3000559622040657,4,5,4,0,19,9,13,0,0,0,0,1,0,0,IT Infrastructure
2780,60,92,2,10,16,1.5081967213114753,8,2,2,188,1.5958192006072411,3,3,4,0,20,13,11,2,0,2,0,0,0,0,Development Department
2781,77,89,3,13,11,1.141025641025641,7,4,4,69,0.9837399138597337,3,4,4,1,14,15,6,3,0,2,0,0,0,0,IT Infrastructure
2782,67,61,2,15,18,0.8970588235294118,11,2,5,292,1.3128730111485551,3,5,6,1,21,11,15,2,0,1,0,0,0,0,Quality Assurance
2783,59,84,2,11,8,1.4,7,4,4,92,1.8371698962715635,4,2,6,2,27,14,11,1,0,2,0,1,0,0,Development Department
2784,73,85,2,17,16,1.1486486486486487,9,5,5,656,0.8645330974188523,4,6,5,2,23,18,4,1,0,0,0,1,0,0,Research and Development
2785,63,96,2,15,19,1.5,6,4,5,283,0.8452879796784698,3,6,6,2,26,20,8,0,0,2,0,0,0,0,IT Infrastructure
2786,61,85,2,16,18,1.3709677419354838,3,1,3,131,1.291575305152024,4,3,7,1,23,19,6,0,0,2,0,1,0,0,Quality Assurance
2787,65,65,2,11,16,0.9848484848484849,11,2,5,79,1.565871985905397,3,2,6,2,17,10,11,1,0,0,0,1,0,0,Development Department
2788,75,69,3,23,13,0.9078947368421053,10,7,4,85,1.3892534343978509,4,5,4,0,24,18,11,0,0,3,0,0,0,0,IT Infrastructure
2789,61,86,2,10,17,1.3870967741935485,6,3,5,219,1.5453258074645118,3,3,4,2,24,16,9,1,0,0,0,0,0,0,Research and Development
2790,82,76,3,17,14,0.9156626506024096,7,2,5,161,1.6320244357578038,4,5,4,1,16,11,13,1,0,0,0,1,0,0,IT Infrastructure
2791,59,80,2,20,21,1.3333333333333333,10,2,8,97,1.0063602352542795,4,6,5,3,26,8,6,0,0,1,0,0,0,0,Quality Assurance
2792,67,79,2,18,18,1.161764705882353,5,2,4,149,1.227531692830986,4,4,3,2,21,20,5,2,0,3,0,0,0,0,Sales and Marketing
2793,90,83,3,16,7,0.9120879120879121,3,3,3,79,0.7589327074716021,3,6,6,1,23,13,5,2,0,1,0,0,0,0,Sales and Marketing
2794,60,81,2,15,14,1.3278688524590163,5,2,2,245,1.7857056616033813,3,5,5,1,28,16,11,3,0,1,0,0,0,0,Quality Assurance
2795,67,89,2,16,12,1.3088235294117647,7,5,2,147,1.376448761959863,4,7,5,3,11,14,12,4,0,0,0,1,0,0,Quality Assurance
2796,62,74,2,7,14,1.1746031746031746,8,1,4,55,1.6429639695443623,4,5,5,2,31,20,9,1,0,1,0,1,0,0,Development Department
2797,69,75,2,8,14,1.0714285714285714,5,3,4,94,0.9941390169085291,3,4,5,1,19,12,8,1,0,0,0,0,0,0,Sales and Marketing
2798,55,84,2,12,16,1.5,5,2,5,761,1.4000202142673959,3,5,5,3,17,11,15,2,0,0,0,0,0,0,Development Department
2799,61,91,2,14,17,1.467741935483871,8,2,2,260,1.2063702064268014,3,6,5,1,27,13,11,2,0,0,0,0,0,0,IT Infrastructure
2800,59,83,2,11,14,1.3833333333333333,11,3,6,380,1.2426815670869724,3,3,4,2,24,19,3,1,0,2,0,1,0,0,Quality Assurance
2802,64,83,2,11,14,1.2769230769230768,8,4,3,116,0.9320677879054137,4,3,4,3,29,12,8,3,0,3,0,1,0,0,Quality Assurance
2803,76,73,3,16,13,0.948051948051948,4,2,4,34,0.9091867560360034,4,6,6,1,20,14,6,0,0,0,0,0,0,0,Development Department
2804,70,94,2,16,19,1.323943661971831,8,5,3,407,1.1828308286097033,4,5,7,1,22,11,17,2,0,2,0,1,0,0,IT Infrastructure
2805,76,77,3,16,15,1.0,6,3,5,71,1.8617535324635863,3,5,4,1,17,13,14,2,0,3,0,0,0,0,IT Infrastructure
2806,70,85,2,13,11,1.1971830985915493,3,5,3,60,0.7481699144819964,3,2,6,1,21,13,11,1,0,0,0,0,0,0,Research and Development
2807,63,78,2,10,12,1.21875,12,1,6,514,1.6463239476283338,3,2,5,2,29,18,16,1,0,0,0,0,0,0,Sales and Marketing
2808,75,81,3,14,16,1.0657894736842106,6,2,3,260,1.7582012941127556,3,6,6,1,25,16,9,4,0,1,0,0,0,0,Research and Development
2809,75,81,3,16,15,1.0657894736842106,6,2,6,137,0.8336639637453975,4,6,5,2,26,11,8,1,0,2,0,0,0,0,Sales and Marketing
2810,82,67,3,19,11,0.8072289156626506,8,3,4,56,1.5343473817893665,3,5,4,3,22,21,12,1,0,2,0,0,0,0,IT Infrastructure
2811,67,97,2,15,13,1.4264705882352942,7,3,2,73,0.6237436898520614,4,2,6,2,20,12,12,0,0,2,0,1,0,0,Development Department
2812,77,73,3,16,17,0.9358974358974359,7,3,3,260,1.6626047150274765,4,4,4,2,21,15,12,2,0,2,0,0,0,0,Quality Assurance
2813,76,83,3,15,11,1.077922077922078,3,1,2,1181,1.5714213105996089,3,3,5,1,20,12,7,1,0,0,0,0,0,0,IT Infrastructure
2814,64,90,2,12,14,1.3846153846153846,4,2,5,41,1.9309134693866683,4,4,6,1,18,16,16,1,0,1,0,0,0,0,IT Infrastructure
2815,69,99,2,15,19,1.4142857142857144,6,5,3,44,0.9160159401580114,3,2,4,1,27,11,7,1,0,2,0,0,0,0,Development Department
2816,62,77,2,12,15,1.2222222222222223,9,4,4,199,1.2953352101009838,4,4,5,0,21,10,2,2,0,1,0,1,0,0,IT Infrastructure
2818,60,71,2,8,14,1.1639344262295082,7,1,5,84,1.281099997587325,3,2,4,2,20,12,14,1,0,0,0,1,0,0,Development Department
2819,72,71,2,13,19,0.9726027397260274,11,4,5,316,1.9438489750751362,3,3,4,2,26,18,11,0,0,1,0,0,0,0,IT Infrastructure
2820,67,87,2,18,17,1.2794117647058822,9,3,4,127,1.3563802529154223,4,2,4,2,21,14,3,1,0,1,0,0,0,0,Sales and Marketing
2821,69,86,2,7,16,1.2285714285714286,8,1,3,52,0.8144282680415564,4,6,5,0,21,15,12,2,0,0,0,1,0,0,Sales and Marketing
2822,71,81,2,14,12,1.125,8,3,3,120,1.7107831288390538,3,4,6,2,17,11,6,1,0,3,0,1,0,0,Sales and Marketing
2823,55,87,2,13,15,1.5535714285714286,7,7,5,191,1.7278842098668974,3,3,4,3,20,14,16,1,0,0,0,1,0,0,Sales and Marketing
2824,70,76,2,11,16,1.0704225352112675,8,5,4,136,0.8125132878775267,4,3,5,2,21,13,13,1,0,2,0,1,0,0,IT Infrastructure
2825,70,84,2,13,15,1.1830985915492958,8,6,5,128,1.9942036022811245,4,2,5,2,18,14,6,2,0,2,0,1,0,0,Quality Assurance
2826,66,101,2,13,14,1.507462686567164,9,5,8,182,1.6775212126331278,4,5,6,1,26,16,11,3,0,2,0,1,0,0,Sales and Marketing
2827,59,76,2,11,15,1.2666666666666666,5,2,5,73,1.468730187262278,4,2,4,2,31,14,9,1,0,1,0,0,0,0,Sales and Marketing
2828,67,75,2,19,11,1.1029411764705883,9,1,5,174,1.241544872403039,4,6,4,2,22,12,5,2,0,3,0,1,0,0,IT Infrastructure
2829,74,85,2,19,18,1.1333333333333333,5,3,3,165,0.973453831905983,3,6,3,0,25,21,5,1,0,2,0,1,0,0,Research and Development
2830,58,70,2,13,15,1.1864406779661016,10,2,4,121,0.7293544369466878,3,6,5,1,25,15,10,2,0,0,0,0,0,0,IT Infrastructure
2831,58,74,2,12,13,1.2542372881355932,6,1,2,66,0.9401678462511931,4,2,5,1,28,22,16,1,0,1,0,0,0,0,Development Department
2832,71,82,2,14,16,1.1388888888888888,11,3,4,142,1.057715001322405,4,5,4,0,33,17,10,2,0,1,0,1,0,0,Sales and Marketing
2833,70,74,2,12,16,1.0422535211267605,6,3,6,283,1.7707155537502317,3,4,7,2,14,13,4,0,0,1,0,0,0,0,Development Department
2834,76,82,3,15,13,1.0649350649350648,2,4,4,87,1.7901817012513783,3,6,4,2,22,6,16,1,0,0,0,1,0,0,Sales and Marketing
2835,63,78,2,15,11,1.21875,5,1,4,101,1.763191772024449,4,3,6,0,28,16,5,0,0,1,0,1,0,0,Research and Development
2836,66,79,2,18,18,1.1791044776119404,8,2,3,573,1.977215338283524,3,4,5,2,18,12,12,3,0,1,0,0,0,0,Quality Assurance
2837,62,78,2,14,22,1.2380952380952381,10,4,5,168,1.7641709665729266,4,6,5,1,19,16,8,0,0,2,0,0,0,0,Research and Development
2838,76,90,3,13,11,1.1688311688311688,4,3,1,108,0.9736770763802114,3,4,6,1,22,8,8,3,0,2,0,1,0,0,IT Infrastructure
2839,65,88,2,9,12,1.3333333333333333,7,4,6,42,1.7684739017074549,3,2,4,2,23,21,7,2,0,1,0,0,0,0,IT Infrastructure
2840,76,78,3,14,13,1.0129870129870129,10,2,4,150,1.4399597254799237,3,5,4,2,30,19,3,2,0,2,0,1,0,0,Development Department
2841,66,89,2,16,16,1.328358208955224,5,3,3,90,1.4955530236597925,3,2,4,3,21,14,13,1,0,1,0,0,0,0,Development Department
2842,61,78,2,11,14,1.2580645161290323,7,4,4,314,1.907387902873882,4,3,7,0,25,13,10,2,0,1,0,1,0,0,IT Infrastructure
2843,62,80,2,14,19,1.2698412698412698,6,1,3,553,0.7178817679627265,4,3,6,2,29,14,9,2,0,2,0,1,0,0,IT Infrastructure
2844,72,72,2,16,15,0.9863013698630136,10,4,5,78,0.5086278470693624,4,4,4,2,25,12,7,1,0,3,0,0,0,0,IT Infrastructure
2845,63,75,2,25,18,1.171875,12,2,4,231,1.288668409836949,4,4,5,0,27,14,16,1,0,0,0,0,0,0,Sales and Marketing
2846,67,74,2,13,14,1.088235294117647,10,1,3,526,0.9872363641329769,3,3,6,2,22,18,13,2,0,3,0,0,0,0,Research and Development
2847,67,82,2,18,17,1.2058823529411764,6,4,4,101,1.3641534282469154,3,5,6,2,23,12,6,1,0,2,0,0,0,0,Sales and Marketing
2848,58,80,2,12,9,1.3559322033898304,12,2,5,84,1.8520278111098571,4,5,5,2,34,16,5,2,0,2,0,1,0,0,Quality Assurance
2849,61,78,2,14,14,1.2580645161290323,7,1,2,181,1.907690072711215,3,5,5,2,26,14,14,2,0,1,0,0,0,0,Sales and Marketing
2850,70,73,2,16,13,1.028169014084507,10,1,5,123,1.245517394487953,3,5,5,2,21,13,12,0,0,2,0,0,0,0,IT Infrastructure
2851,73,60,2,16,13,0.8108108108108109,5,3,5,53,1.7747763690781504,3,2,3,1,26,21,17,1,0,2,0,0,0,0,Sales and Marketing
2852,79,79,3,12,18,0.9875,5,2,3,179,0.547921463088457,3,6,5,1,18,15,6,2,0,3,0,0,0,0,Development Department
2853,60,83,2,13,15,1.360655737704918,11,5,7,151,0.70611610132405,3,5,4,2,23,17,13,2,0,1,0,0,0,0,IT Infrastructure
2854,72,78,2,12,15,1.0684931506849316,5,2,3,123,0.8884805512460688,3,3,3,1,16,18,3,0,0,3,0,1,0,0,Research and Development
2855,62,83,2,14,12,1.3174603174603174,7,4,4,104,1.524042918029794,4,6,5,1,22,18,11,2,0,1,0,0,0,0,Sales and Marketing
2856,66,65,2,13,15,0.9701492537313433,4,7,2,62,1.424916447049904,4,4,6,2,24,12,9,2,0,2,0,1,0,0,IT Infrastructure
2857,68,72,2,22,19,1.0434782608695652,5,1,5,175,1.7612556256452794,4,6,4,1,28,15,10,3,0,0,0,0,0,0,Development Department
2858,61,106,2,13,16,1.7096774193548387,12,2,5,310,0.6474202398171649,4,5,4,3,23,13,17,2,0,3,0,0,0,0,Development Department
2859,65,110,2,8,17,1.6666666666666667,7,3,3,272,1.8987436642629096,4,6,6,2,15,14,11,2,0,2,0,1,0,0,Sales and Marketing
2860,67,83,2,16,17,1.2205882352941178,4,4,4,72,1.9703609977722347,3,4,5,0,16,10,6,3,0,1,0,0,0,0,IT Infrastructure
2861,71,100,2,17,14,1.3888888888888888,6,3,4,228,0.7508784952508183,3,6,6,2,21,17,12,2,0,3,0,0,0,0,Research and Development
2862,70,75,2,22,13,1.056338028169014,5,3,3,211,1.0667560269011669,4,4,3,0,15,11,12,2,0,3,0,1,0,0,Quality Assurance
2863,68,91,2,13,15,1.318840579710145,9,4,3,229,1.8148557902984626,3,6,4,2,10,18,6,1,0,2,0,1,0,0,Development Department
2864,83,90,3,16,16,1.0714285714285714,6,2,2,262,1.7234531044581365,4,3,5,2,17,20,10,1,0,2,0,1,0,0,Quality Assurance
2865,65,67,2,15,11,1.0151515151515151,8,2,5,335,1.3535395942474278,4,5,4,2,17,16,12,2,0,2,0,1,0,0,Research and Development
2866,70,85,2,18,21,1.1971830985915493,12,1,5,44,0.7525749561385171,3,3,6,1,19,17,14,2,0,1,0,1,0,0,Sales and Marketing
2867,62,82,2,12,15,1.3015873015873016,5,2,5,305,1.3277417727040752,3,3,4,0,24,5,8,1,0,1,0,0,0,0,Development Department
2868,66,66,2,17,20,0.9850746268656716,5,1,2,59,0.8364108817285025,4,3,4,1,18,11,7,2,0,1,0,1,0,0,Quality Assurance
2869,65,98,2,14,13,1.4848484848484849,9,4,3,154,0.8169188305489569,4,4,6,1,22,16,11,2,0,2,0,0,0,0,Development Department
2870,60,77,2,8,12,1.2622950819672132,5,3,5,214,1.5592031576467917,4,3,4,1,28,13,14,2,0,1,0,0,0,0,Quality Assurance
2871,71,91,2,11,16,1.2638888888888888,9,2,3,112,1.814801998069788,3,5,5,3,21,20,10,1,0,0,0,1,0,0,IT Infrastructure
2872,70,80,2,14,20,1.1267605633802817,7,4,6,339,0.516950309437126,3,3,4,2,25,8,8,1,0,3,0,0,0,0,IT Infrastructure
2873,70,77,2,14,10,1.0845070422535212,9,3,5,277,1.5487655987709865,4,2,4,1,15,16,16,1,0,2,0,0,0,0,Sales and Marketing
2874,63,85,2,12,9,1.328125,4,3,3,246,0.510169885979016,4,3,5,3,24,16,15,2,0,1,0,1,0,0,Research and Development
2875,57,72,2,16,15,1.2413793103448276,2,6,3,181,1.7786084885344529,3,6,4,1,26,14,7,2,0,1,0,1,0,0,Development Department
2876,64,85,2,17,13,1.3076923076923077,9,4,5,82,1.2196240602292971,3,2,6,3,26,15,17,1,0,0,0,0,0,0,Research and Development
2877,87,90,3,17,16,1.0227272727272727,4,3,2,109,0.6953420515872621,4,6,5,3,17,10,11,2,0,3,0,1,0,0,Quality Assurance
2878,61,83,2,23,13,1.3387096774193548,5,1,2,100,1.0977382975832528,3,5,5,2,22,14,6,1,0,1,0,0,0,0,Sales and Marketing
2879,56,90,2,12,14,1.5789473684210527,5,2,2,252,1.5400132292244293,4,4,7,2,26,17,4,1,0,2,0,1,0,0,IT Infrastructure
2880,73,99,2,18,22,1.337837837837838,7,5,7,153,0.8842248245172131,4,4,7,1,20,17,6,0,0,2,0,1,0,0,IT Infrastructure
2881,66,66,2,19,18,0.9850746268656716,4,1,2,61,1.4643090975617885,3,5,5,2,14,16,18,0,0,3,0,1,0,0,Sales and Marketing
2882,71,85,2,15,13,1.1805555555555556,8,1,5,69,1.4378120401173016,3,5,5,1,30,11,8,1,0,2,0,0,0,0,Development Department
2883,72,92,2,12,17,1.2602739726027397,7,3,4,381,0.9743122647172777,3,4,6,0,26,16,7,2,0,0,0,1,0,0,Research and Development
2884,69,95,2,12,14,1.3571428571428572,5,1,5,73,1.9556517589676812,3,3,5,3,17,11,11,2,0,3,0,0,0,0,Quality Assurance
2885,67,97,2,14,12,1.4264705882352942,6,2,2,48,0.9686566466000901,3,5,4,0,28,16,16,1,0,1,0,0,0,0,Research and Development
2886,67,88,2,17,19,1.2941176470588236,5,1,6,65,0.7720318581058991,3,4,3,3,26,23,13,3,0,0,0,1,0,0,IT Infrastructure
2887,77,81,3,15,12,1.0384615384615385,6,4,4,347,1.6296465812073517,4,5,4,3,29,14,11,1,0,0,0,0,0,0,Sales and Marketing
2888,66,89,2,12,19,1.328358208955224,11,3,2,85,1.1241454507877058,4,4,4,2,18,16,3,3,0,1,0,1,0,0,IT Infrastructure
2889,63,88,2,13,12,1.375,13,2,3,93,0.5788574449048234,4,3,5,2,17,16,5,1,0,2,0,0,0,0,IT Infrastructure
2890,68,101,2,13,16,1.463768115942029,5,1,3,354,1.8956085311173592,3,5,4,1,26,13,6,1,0,2,0,0,0,0,Quality Assurance
2891,66,82,2,10,15,1.2238805970149254,6,2,4,112,1.8617771552478102,3,2,4,0,21,12,10,1,0,0,0,0,0,0,Development Department
2892,71,78,2,12,15,1.0833333333333333,8,1,6,181,1.4571891455387829,3,4,4,2,24,14,13,3,0,2,0,1,0,0,Development Department
2893,74,83,2,13,13,1.1066666666666667,9,2,3,175,0.655435364395771,4,5,4,2,23,18,17,2,0,2,0,1,0,0,Quality Assurance
2894,56,101,2,20,21,1.7719298245614035,9,3,8,519,1.2247845350643036,3,5,5,2,28,16,8,2,0,2,0,1,0,0,Sales and Marketing
2895,65,79,2,15,12,1.196969696969697,6,1,5,97,0.5213485563822098,3,4,5,1,28,14,11,0,0,2,0,1,0,0,Research and Development
2896,63,78,2,12,14,1.21875,8,1,4,58,1.5512144615070913,3,3,5,1,20,10,11,2,0,3,0,0,0,0,Sales and Marketing
2897,65,84,2,14,11,1.2727272727272727,6,5,5,83,0.7241318663973957,3,4,5,0,22,17,1,1,0,2,0,0,0,0,Research and Development
2898,77,93,3,14,15,1.1923076923076923,9,3,3,30,1.7309848421324001,3,6,5,2,23,19,17,2,0,1,0,1,0,0,Development Department
2899,74,81,2,17,17,1.08,7,2,2,87,1.4746132808603893,4,5,4,1,22,11,12,3,0,0,0,1,0,0,IT Infrastructure
2900,68,77,2,18,13,1.1159420289855073,5,3,5,182,0.5564274695023861,3,5,3,3,19,13,11,3,0,2,0,1,0,0,IT Infrastructure
2901,69,76,2,12,14,1.0857142857142856,11,3,5,228,1.2453119921283908,3,4,5,0,20,11,20,3,0,2,0,0,0,0,Sales and Marketing
2902,61,85,2,15,19,1.3709677419354838,13,2,4,209,0.813135480076843,4,4,6,2,19,17,12,1,0,2,0,0,0,0,Quality Assurance
2903,67,88,2,20,21,1.2941176470588236,4,4,1,736,1.0237368439553145,4,5,7,0,20,14,17,1,0,2,0,1,0,0,Research and Development
2904,64,100,2,17,17,1.5384615384615385,7,3,4,53,1.8249067102493457,3,5,6,2,23,16,7,1,0,2,0,0,0,0,IT Infrastructure
2905,71,78,2,18,18,1.0833333333333333,6,4,2,234,1.0298846708378235,3,5,5,2,17,15,9,1,0,1,0,1,0,0,Sales and Marketing
2906,70,78,2,12,11,1.0985915492957747,14,4,5,309,1.6203878731066301,3,5,5,2,23,16,10,3,0,0,0,1,0,0,Quality Assurance
2907,60,80,2,16,9,1.3114754098360655,8,2,5,160,0.7851695599175554,3,3,4,1,20,20,11,2,0,1,0,1,0,0,Development Department
2908,74,96,2,11,13,1.28,5,3,4,82,1.9354600423527653,4,2,5,2,24,13,14,1,0,1,0,0,0,0,Quality Assurance
2909,72,80,2,23,14,1.095890410958904,6,4,4,389,1.5034922782942006,4,6,5,1,18,6,16,3,0,1,0,0,0,0,Development Department
2910,85,86,3,19,12,1.0,5,3,1,81,1.406277275806219,3,5,4,3,22,11,13,0,0,2,0,0,0,0,Sales and Marketing
2911,80,70,3,12,14,0.8641975308641975,5,1,6,64,0.5014477175848137,4,2,4,0,22,12,17,1,0,1,0,0,0,0,Quality Assurance
2912,64,87,2,13,14,1.3384615384615384,8,2,5,73,1.2472197118420905,3,5,4,2,32,18,9,2,0,2,0,1,0,0,Sales and Marketing
2913,64,83,2,18,14,1.2769230769230768,4,2,3,475,1.2519666416414479,3,3,6,3,9,13,15,0,0,1,0,1,0,0,Development Department
2914,69,78,2,18,13,1.1142857142857143,6,3,4,285,1.2927155785949214,4,4,6,0,22,17,14,2,0,3,0,0,0,0,IT Infrastructure
2915,54,77,2,11,10,1.4,9,2,7,118,1.808338115381948,3,2,5,0,23,18,14,1,0,1,0,0,0,0,IT Infrastructure
